"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"9297",-122.55,38.03,29,7174,1169,3063,1172,6.0902,12.5886102489946
"9298",-122.57,38.03,24,2330,322,911,320,6.5253,12.867987123659
"9300",-122.59,38.04,25,3412,455,1238,406,8.3646,12.8924469418027
"9301",-122.57,38.02,33,9531,1487,3798,1409,5.6512,12.6571482648904
"9303",-122.55,38.02,27,4985,711,1928,742,6.4978,12.798017320581
"9305",-122.54,38,28,3416,826,1694,800,3.18,12.5317727851695
"9306",-122.55,38,18,3119,803,1395,722,3.9265,12.6151977144698
"9307",-122.54,37.99,32,2236,348,818,330,7.3521,13.0035798414144
"9311",-122.53,37.98,32,2390,336,810,354,8.5759,13.1223653774023
"9313",-122.51,37.99,32,4138,632,1541,626,5.5791,12.979185607728
"9314",-122.51,37.98,37,4801,699,1830,679,6.0762,13.097660764764
"9315",-122.51,37.97,37,4296,1089,2100,1025,3.2462,12.7050280967257
"9316",-122.47,37.99,22,7274,1002,2468,957,7.494,12.9927101691775
"9317",-122.46,37.98,10,1325,189,427,162,12.0933,13.1223653774023
"9318",-122.49,37.99,27,5470,755,1916,764,6.994,12.9499129404056
"9323",-122.54,37.97,39,4193,762,1833,737,5.6263,12.7716705051431
"9324",-122.52,37.97,33,563,194,265,169,2.75,12.3514708482195
"9325",-122.51,37.96,39,3302,684,1574,653,3.6863,12.4829465192654
"9326",-122.52,37.96,35,2012,346,818,352,5.2818,12.7098736543592
"9327",-122.53,37.97,37,1340,322,621,314,3.5588,12.5017228876311
"9328",-122.52,37.95,37,350,57,179,69,6.2862,13.1223653774023
"9330",-122.47,37.95,16,3769,839,1986,815,3.9712,12.1415341243926
"9331",-122.5,37.96,16,100,20,45,25,6.1359,12.2666972673466
"9333",-122.64,38.01,36,1336,258,678,249,5.5789,12.5845090812504
"9334",-122.64,38.01,36,1199,232,551,229,3.7321,12.4938797101701
"9335",-122.68,38.01,41,1865,392,825,369,4.2011,12.4505862225806
"9337",-122.65,38.01,40,1428,280,708,255,5.0766,12.6293776717667
"9338",-122.59,37.97,46,4036,856,1872,833,4.5625,12.5252533850413
"9341",-122.59,37.99,36,4869,871,1899,827,4.1659,12.618182296357
"9342",-122.6,38,21,2198,462,1100,449,4.1098,12.4155228697124
"9344",-122.57,37.99,45,2404,425,926,400,4.9674,12.676388725958
"9347",-122.58,37.98,52,3675,649,1553,639,4.6905,12.6644464092937
"9348",-122.58,37.98,52,1180,216,467,197,4.9615,12.5851937782987
"9349",-122.56,37.98,36,2649,542,1111,557,4.8056,12.7533266259097
"9350",-122.56,37.97,52,1833,324,735,306,4.6944,12.8964660378935
"9353",-122.57,37.96,52,3458,468,1449,471,9.1834,13.1223653774023
"9356",-122.64,37.96,29,377,58,151,67,9.5551,13.1223653774023
"9357",-122.54,37.96,44,1552,204,596,208,10.129,13.1223653774023
"9358",-122.54,37.96,33,2534,495,996,449,4.3083,13.1223653774023
"9361",-122.53,37.95,22,7446,1979,2980,1888,3.5838,12.510980498647
"9367",-122.52,37.94,18,1804,284,600,241,5.9582,13.1223653774023
"9369",-122.52,37.93,34,2782,502,1219,507,5.0779,12.7185968259317
"9371",-122.52,37.92,24,421,64,163,75,14.5833,13.1223653774023
"9374",-122.53,37.92,45,1530,324,608,328,3.875,12.8759511991508
"9375",-122.52,37.92,47,793,163,334,151,5.8509,12.6691775330848
"9376",-122.5,37.92,32,2639,415,1013,408,6.1632,12.7634001029476
"9377",-122.5,37.92,30,2270,359,974,351,5.5926,12.6145332626181
"9378",-122.49,37.92,26,2170,347,849,318,6.2953,12.8641106489766
"9379",-122.51,37.91,2,647,136,203,118,6.641,12.6443275764613
"9380",-122.48,37.93,16,2947,802,1385,743,3.6731,12.6698066617623
"9381",-122.46,37.88,35,2492,409,812,373,8.8386,13.1223653774023
"9383",-122.45,37.91,27,2682,382,935,369,10.0791,13.1223653774023
"9384",-122.5,37.91,31,7001,1282,2755,1267,5.4851,12.997026886093
"9385",-122.49,37.89,23,1650,403,541,336,6.0238,13.1223653774023
"9386",-122.47,37.89,23,10774,1736,3895,1683,7.2905,13.1223653774023
"9387",-122.45,37.9,30,3763,717,1292,632,8.4888,13.1223653774023
"9388",-122.5,37.88,28,5448,1089,2100,1023,4.7475,13.0702276229838
"9389",-122.51,37.89,27,2674,565,1233,547,3.4485,13.0352792704972
"9390",-122.53,37.91,37,2524,398,999,417,7.9892,13.1223653774023
"9392",-122.54,37.9,48,2491,460,937,455,4.4375,12.8212582846204
"9397",-122.52,37.9,16,1704,402,689,348,4.4239,12.4953783990981
"9398",-122.54,37.9,41,3170,622,1091,528,3.7813,12.871848629294
"9401",-122.56,37.91,52,1972,327,755,345,7.1924,13.1223653774023
"9404",-122.53,37.88,25,4921,866,1913,834,6.8742,12.9314449733849
"9406",-122.53,37.87,20,1814,282,658,253,7.9977,12.8992198260901
"9407",-122.53,37.88,36,2688,485,1064,449,4.4583,12.6398012189112
"9410",-122.53,37.89,35,4127,689,1596,707,5.9073,12.9002193264232
"9412",-122.51,37.87,21,3904,980,1949,919,2.862,12.4622640508906
"9413",-122.47,37.85,19,1926,593,881,546,2.9145,11.8522507705738
"9415",-122.49,37.86,35,2729,538,969,528,6.7669,13.1223653774023
"9417",-122.48,37.86,52,3914,752,1177,670,6.2113,13.1223653774023
"9418",-122.48,37.85,42,6297,1307,2096,1205,6.4752,13.1223653774023
"9421",-122.62,37.85,30,833,164,358,143,6.8198,13.1098858558932
"9424",-122.71,37.88,21,2845,552,599,250,4.3125,13.1139278985832
"9426",-122.71,37.9,23,1250,257,437,188,3.115,12.3991692754921
"9427",-122.86,38.1,44,2602,509,691,343,4.3125,12.4741895624871
"9429",-122.93,38.02,28,1284,265,628,219,3.5469,12.2060726455302
"9433",-122.81,38.08,19,1615,366,815,337,3.4609,12.3833816605006
"9435",-120.19,37.53,25,1470,341,706,283,1.7614,11.1746516064024
"9437",-119.99,37.51,14,2878,617,1011,509,1.398,11.5502212497139
"9440",-120.07,37.34,16,1667,372,762,283,1.75,11.3793940723457
"9442",-120.15,37.69,13,866,252,369,165,2.875,11.1591035900139
"9446",-119.9,37.49,13,2230,443,920,361,3,11.6262541502772
"9448",-119.8,37.5,15,989,184,406,151,3.1771,11.7109563154694
"9449",-119.72,37.46,13,1999,375,750,308,2.875,11.47210347045
"9453",-123.15,39.74,23,608,143,281,108,2.9306,11.1562505210315
"9456",-123.47,39.8,18,2130,545,863,346,2.3571,11.2797315778025
"9461",-123.64,39.45,21,3359,677,1908,642,3.0433,11.8543852431025
"9462",-123.79,39.5,24,1421,291,588,274,2.325,11.9659100890464
"9463",-123.8,39.47,28,2492,507,1202,460,2.7857,11.9203885757411
"9464",-123.73,39.44,32,790,151,380,142,2.7,12.0137007528827
"9465",-123.84,39.46,47,1150,244,552,201,2.5192,11.6118654128251
"9466",-123.8,39.46,35,1718,345,698,299,2.9243,11.7875222978734
"9467",-123.8,39.44,52,1533,336,754,340,1.9213,11.4616321705827
"9468",-123.79,39.44,49,2290,482,1201,479,3.5,11.6377944470161
"9469",-123.8,39.44,33,2024,459,1019,422,1.9208,11.4467856624657
"9470",-123.79,39.44,36,1330,273,761,286,2.7813,11.5693057984063
"9474",-123.4,39.46,10,4086,831,2111,758,3.2156,11.5559849544307
"9476",-123.38,39.37,18,3946,813,1899,730,2.6424,11.7328638853355
"9477",-123.35,39.42,18,1619,346,904,295,2.1625,11.2541547360129
"9478",-123.37,39.43,32,2780,470,1281,479,3.588,11.47210347045
"9480",-123.35,39.4,27,1321,338,779,327,1.85,11.1816397550363
"9481",-123.36,39.4,21,1081,254,715,275,1.5625,11.1774527286821
"9482",-123.34,39.39,18,2821,628,1636,615,2.3333,11.3385720778255
"9483",-123.1,39.36,19,1056,248,611,226,1.746,11.5617156291397
"9484",-123.23,39.33,20,804,121,448,140,3.9632,11.8988679065895
"9485",-123.15,39.31,19,1026,205,424,152,2.8833,11.9460057401114
"9489",-123.36,39.25,17,1087,254,522,202,2.5875,11.8810347865346
"9490",-123.18,39.23,18,243,55,115,54,2.125,12.0725412529057
"9492",-123.19,39.21,22,1542,291,821,285,3.5917,11.6851966859107
"9493",-123.2,39.23,26,786,168,494,161,2.3583,11.5655179150894
"9494",-123.75,39.37,16,1377,296,830,279,3.25,11.9276806199855
"9495",-123.85,39.39,23,4671,912,2095,857,3.184,11.8529627677559
"9496",-123.81,39.34,17,1981,371,773,325,3.1563,12.5317727851695
"9497",-123.7,39.32,18,1652,352,711,292,3.1071,12.2699859712738
"9499",-123.73,39.17,20,4620,1042,1745,794,2.375,11.9754008277952
"9503",-123.54,39.17,18,2251,510,1032,369,2.2946,11.5228757958234
"9504",-123.39,38.99,28,1416,294,812,258,3.4063,11.60276616897
"9506",-123.21,39.18,17,2772,576,1501,584,2.6275,11.8642863140852
"9507",-123.34,39.1,24,5372,1051,3002,992,3.0652,11.7837156697518
"9508",-123.21,39.07,17,1890,342,877,312,3.7833,11.9816783123143
"9509",-123.22,39.15,45,1348,265,639,270,3.3667,11.6544250272439
"9510",-123.22,39.16,32,1149,187,499,208,3.6587,11.9485964151355
"9511",-123.23,39.13,33,1176,211,529,217,3.8958,11.8775685785581
"9512",-123.22,39.15,36,1166,216,504,203,3.5938,11.7125956600988
"9514",-123.21,39.14,39,1419,262,661,278,3,11.6492030832628
"9515",-123.21,39.13,27,1531,266,822,234,4.0469,11.7550870221202
"9517",-123.22,39.16,29,6121,1222,3595,1189,2.631,11.6045926534961
"9519",-123.19,39.15,16,2577,495,1232,488,2.6012,11.7408575330162
"9520",-123.21,39.15,31,2685,675,1367,626,1.6571,11.5981853089211
"9521",-123.2,39.14,17,1620,396,878,399,1.8042,11.6009363422929
"9522",-123.2,39.13,26,1474,417,1065,401,1.375,11.343322680584
"9524",-123.1,39.15,32,1143,208,454,188,3.8333,11.662207167686
"9527",-123.16,39.13,33,1320,303,1048,303,1.7813,11.4584692791742
"9530",-123.15,38.94,22,2163,436,1048,358,2.7171,11.470017963959
"9531",-123.1,38.97,36,1211,247,697,251,2.5761,11.460578984598
"9535",-120.76,37.44,18,2003,398,1333,411,2.7562,11.413105129688
"9536",-120.77,37.42,27,949,224,888,241,2.3333,11.1954712341848
"9539",-120.71,37.39,11,1479,341,1476,327,3.2721,11.2091140105886
"9540",-120.71,37.39,40,680,160,785,175,2.6058,11.1940966635216
"9541",-120.69,37.4,46,860,130,496,147,3.5167,11.8313791960888
"9542",-120.74,37.33,30,2390,470,1409,428,2.1484,11.3059012955359
"9544",-120.73,37.38,37,653,176,827,176,1.9236,11.0728689120924
"9545",-120.72,37.38,22,1311,319,1455,340,2.2813,11.1169155156328
"9549",-120.86,37.4,17,3511,636,1904,617,3.1111,11.6430761494353
"9550",-120.84,37.43,32,2892,521,1580,484,3.7784,12.0106658491876
"9551",-120.94,37.4,32,1175,208,774,222,3,11.60276616897
"9552",-120.88,37.37,24,1294,222,684,221,2.6908,11.5434546700051
"9553",-120.89,37.33,27,2692,481,1518,447,2.0417,11.4531754605645
"9555",-120.64,37.38,19,2256,449,1469,435,2.5129,11.3456895455943
"9556",-120.65,37.33,25,1731,311,810,266,4.1058,11.5861759267098
"9557",-120.59,37.39,16,4717,1119,3589,1017,2.1061,11.1954712341848
"9558",-120.63,37.41,27,2083,444,1462,479,2.6439,11.1433100097558
"9559",-120.57,37.43,39,2235,412,1268,402,2.6758,11.2198957861919
"9563",-120.62,37.35,18,874,203,572,190,1.6833,11.1704351560235
"9565",-120.62,37.37,8,2608,428,1530,435,3.968,11.5337080041528
"9566",-120.59,37.36,11,3946,978,2814,953,2.0179,11.3771057418277
"9567",-120.6,37.35,34,1722,316,904,315,2.4653,11.0989240258398
"9570",-120.61,37.32,18,5009,826,2497,805,4.25,11.8934145870082
"9574",-120.6,37.35,19,3874,676,2441,707,3.2955,11.3918871365932
"9575",-120.59,37.35,15,3249,613,1569,595,3.5393,11.3850920934603
"9576",-120.58,37.36,33,3564,716,2603,696,2.2179,11.1198828768606
"9577",-120.64,37.2,16,2236,438,1361,393,2.0066,11.7360690162844
"9578",-120.55,37.32,21,1410,229,590,205,3.3194,11.8593480324446
"9579",-120.49,37.26,28,2159,416,1283,378,1.8939,11.3265958867787
"9580",-120.5,37.37,18,8606,1678,5303,1644,2.4012,11.2860248647783
"9582",-120.51,37.32,13,2109,477,1108,466,2.3099,11.403110598963
"9583",-120.49,37.32,10,1275,255,620,240,3.0263,11.6809790499665
"9586",-120.48,37.32,13,3641,897,1737,788,2.1418,11.7798944958245
"9587",-120.47,37.32,15,3952,984,2024,1026,2.558,11.7084922485142
"9588",-120.5,37.34,16,1245,231,956,219,3.4559,11.5898865061064
"9591",-120.43,37.32,16,1170,178,566,181,5.2522,11.7384661408842
"9592",-120.45,37.32,21,1318,202,618,197,4.8214,11.6767435501996
"9593",-120.45,37.32,19,3136,466,1631,484,3.6471,11.5268283701392
"9595",-120.46,37.33,17,6111,1171,2950,1104,3.2852,11.500852883736
"9597",-120.45,37.31,20,4379,753,2055,716,3.7652,11.8018567568224
"9598",-120.46,37.31,26,3170,572,1524,565,3.48,11.4647850896423
"9600",-120.5,37.31,36,2162,433,1048,451,2.6797,11.3120325225908
"9601",-120.49,37.31,45,1834,421,1405,407,2.0521,11.1899615783738
"9602",-120.48,37.3,49,2919,719,1956,679,1.5427,11.390757830996
"9605",-120.44,37.31,21,6911,1341,3967,1297,3.0515,11.4637352207795
"9606",-120.46,37.31,35,2042,378,953,356,2.7344,11.3828167796232
"9611",-120.49,37.3,35,1313,324,1350,343,1.75,10.961277846684
"9612",-120.49,37.29,17,2414,594,2487,582,1.0955,11.046116726621
"9618",-120.44,37.29,18,1260,268,576,263,1.7222,11.527814077464
"9619",-120.46,37.29,30,2972,635,1940,590,2.3594,11.1885794081469
"9620",-120.43,37.35,15,1613,203,673,213,5.9378,12.265284505162
"9621",-120.4,37.3,28,1401,292,967,257,1.5917,11.4008759611616
"9622",-120.3,37.34,33,993,186,556,175,2.4286,11.5482926088075
"9623",-120.32,37.29,38,576,130,478,112,2.3382,10.9954108530534
"9626",-120.32,37.29,9,695,188,810,190,1.6172,10.9384498141278
"9627",-120.25,37.23,34,1656,328,1110,332,2.1845,11.0004317841035
"9628",-120.24,37.21,31,2447,465,1313,352,3.3929,11.4489201349943
"9631",-121,37.26,45,1750,371,847,354,1.7062,11.2567420595778
"9632",-121,37.25,21,1937,389,1002,373,2.6087,11.4741846366538
"9633",-121.01,37.25,16,2216,458,1135,424,2.7316,11.4876076569859
"9634",-121.06,37.18,30,2603,507,1491,473,3.0909,11.7231863904534
"9635",-120.89,37.21,25,3301,678,994,306,3.2262,11.4845259904485
"9636",-121.02,37.09,17,1118,270,560,244,2.0216,11.6307085006266
"9639",-120.95,37.09,43,1116,222,801,207,2.875,11.4845259904485
"9640",-120.85,37.08,3,3425,611,1588,459,4.1779,11.9036152874962
"9641",-120.85,37.07,16,1795,362,1642,340,2.5363,11.3655848770715
"9642",-120.84,37.07,24,1520,335,882,306,2.2019,11.5129254649702
"9644",-120.85,37.06,31,2609,645,1796,629,1.5479,11.3144745262464
"9645",-120.87,37.07,26,2036,401,1343,414,3.6331,11.3918871365932
"9646",-120.87,37.05,29,4176,779,2092,741,2.595,11.5540674083014
"9648",-120.84,37.05,8,1944,283,814,276,5.3988,12.0167264737993
"9649",-120.79,37.08,9,97,20,91,22,2.9063,10.9150884642146
"9652",-120.65,37.09,22,886,173,595,161,2.4398,11.9183905730784
"9657",-120.64,36.99,23,2363,449,1168,410,2.2794,11.2345334394255
"9658",-120.62,36.99,32,2455,508,1344,492,1.9732,11.1476421464949
"9659",-120.67,37.37,18,164,30,104,32,1.6607,11.3793940723457
"9661",-121.18,41.31,22,2124,432,829,313,2.4519,10.9595402267854
"9663",-120.51,41.35,16,2843,564,892,386,2.5074,11.1433100097558
"9666",-120.12,41.4,33,2820,515,976,403,2.6062,10.8704713987258
"9667",-120.55,41.61,22,9047,1831,4276,1622,2.0802,10.776870783399
"9670",-119.3,38.26,19,3325,660,750,286,2.9509,11.6509467628676
"9672",-119.07,37.8,12,1736,352,330,123,3.5294,11.9872945517256
"9674",-118.45,37.7,15,2199,453,899,347,2.35,11.588032937457
"9675",-118.74,37.58,20,3301,779,1085,448,3.7315,11.9785444958981
"9676",-118.96,37.64,11,3934,697,901,345,4.2381,12.3995813917147
"9677",-119.02,37.64,14,5919,1278,265,112,3.2431,12.3077262992567
"9678",-118.98,37.65,18,1795,416,483,208,4.5375,12.0423765528594
"9680",-118.98,37.64,17,3769,908,1160,453,3.05,12.1489730534896
"9681",-118.97,37.64,13,1907,544,575,234,3.0685,11.9984332807519
"9682",-118.97,37.64,14,2284,622,342,137,3.0921,11.3793940723457
"9683",-118.97,37.64,14,1847,439,238,98,3.6042,11.8313791960888
"9684",-118.99,37.63,10,7744,1573,483,224,3.2917,12.3536302098878
"9685",-121.64,36.72,17,4203,816,2900,827,4.1742,11.982303898822
"9688",-121.62,36.74,30,1337,253,838,247,5.0374,12.0161220615717
"9689",-121.64,36.7,32,4089,735,2927,713,4.1675,11.8670972786908
"9690",-121.65,36.7,29,4964,1056,2773,1036,3.0827,11.9056430002559
"9691",-121.66,36.71,27,4131,886,2002,815,3.2929,11.9671807372478
"9694",-121.64,36.68,16,6568,1603,6012,1565,2.3463,11.9582521065035
"9695",-121.63,36.68,24,2591,739,3243,702,2.1766,11.5945054519627
"9696",-121.61,36.68,37,3149,833,3456,788,2.8542,11.7566556498928
"9697",-121.62,36.68,43,2534,592,2448,603,2.4884,11.7791285057449
"9698",-121.61,36.69,19,9899,2617,11272,2528,2.0244,11.6826682395573
"9703",-121.64,36.67,28,256,66,214,60,3.0197,11.8313791960888
"9711",-121.66,36.67,40,2878,592,1444,564,3.1439,12.1668119315769
"9712",-121.66,36.67,40,2497,520,1275,508,3.1071,12.1709634684166
"9713",-121.67,36.66,19,9371,1980,4259,1882,3.6875,12.1531991559231
"9714",-121.67,36.67,24,3071,544,1477,560,3.9219,12.3126823805884
"9715",-121.68,36.67,26,5745,1017,2780,996,5,12.2175070231558
"9718",-121.79,36.85,28,1049,235,705,208,2.7321,11.9183905730784
"9719",-121.77,36.87,37,424,65,266,64,3.3472,12.5906545427219
"9720",-121.73,36.9,23,2392,721,3074,718,2.5195,11.8270060112765
"9722",-121.68,36.9,13,833,130,405,127,5.2729,12.6850979567464
"9724",-121.76,36.83,28,1445,268,1017,284,3.6693,12.2596134124582
"9727",-121.73,36.85,22,1304,278,887,227,3.6607,12.2370866990593
"9728",-121.7,36.84,19,2511,465,1551,450,4.9107,12.3540615232436
"9729",-121.65,36.85,20,2606,424,1361,426,4.5787,12.4094215695162
"9731",-121.74,36.79,16,3841,620,1799,611,4.3814,12.4102372302466
"9732",-121.72,36.81,18,1984,379,1078,359,3.2969,12.3453997107513
"9733",-121.69,36.81,18,2837,522,1454,458,4.5272,12.3059179804999
"9734",-121.66,36.82,17,3921,654,1895,641,5.0092,12.3829628123269
"9735",-121.64,36.82,18,1819,283,919,295,4.1696,12.3126823805884
"9736",-121.76,36.75,21,1141,257,671,195,3.8424,11.9556863578221
"9738",-121.76,36.77,27,1608,503,2031,498,2.3384,11.7035458245789
"9739",-121.75,36.77,25,1851,418,1678,390,3.2937,11.8152498141589
"9741",-121.64,36.74,30,2628,444,1372,432,4.1696,12.0725412529057
"9747",-121.62,36.63,52,1437,298,836,257,3.6286,12.0167264737993
"9749",-121.62,36.69,11,4712,1098,5982,1105,2.5986,11.818201845823
"9751",-121.69,36.62,19,1907,323,681,270,6.0332,12.4086052429403
"9752",-121.7,36.6,19,3562,530,1607,505,5.0162,12.5535554711
"9755",-121.7,36.55,21,3905,583,1528,586,7.6245,12.7266505607388
"9756",-121.69,36.52,15,4037,586,1596,557,8.0922,12.8741583954947
"9759",-121.45,36.51,29,1045,311,1245,273,1.775,11.6307085006266
"9760",-121.42,36.57,13,2685,621,2474,573,2.8775,11.8063410692698
"9761",-121.48,36.49,28,1006,228,738,193,1.9722,12.2581905997923
"9762",-121.74,36.49,33,2952,565,1264,517,4.4209,12.523070772316
"9764",-121.74,36.47,28,1973,343,970,349,4.25,12.5393254195244
"9765",-121.7,36.48,19,2150,479,1052,428,3.5039,12.5721036843929
"9766",-121.62,36.43,20,1335,290,717,243,4.7891,12.3484398868171
"9768",-121.31,36.42,21,2740,615,2630,564,2.6629,11.5395673959167
"9770",-121.32,36.43,22,2927,637,2546,618,2.7153,11.6465818497829
"9771",-121.33,36.43,40,622,194,902,196,2.625,11.6000201718212
"9772",-121.4,36.38,39,2288,529,1449,410,3.3289,12.1579322702022
"9774",-121.25,36.32,12,4776,1082,4601,1066,2.9184,11.5179130064813
"9775",-121.26,36.32,30,146,41,164,40,2.3,12.2370866990593
"9776",-121.24,36.33,13,1642,418,1534,388,3.1222,11.740061037554
"9777",-121.24,36.34,33,1691,308,792,262,2.6648,12.0112735672251
"9778",-121.12,36.21,16,1720,473,1427,291,2.1107,11.2411167416747
"9779",-121.13,36.21,27,1476,352,1156,358,3.1929,11.8342840637814
"9780",-121.13,36.21,30,1484,414,1200,351,1.7548,11.470017963959
"9781",-121.13,36.21,34,2504,550,1810,547,3.4821,11.6413186797386
"9782",-121.13,36.2,16,1868,443,1323,436,2.9559,12.0027317215121
"9783",-121.02,36.24,12,2198,507,1971,502,2.6801,11.5129254649702
"9786",-121.32,35.95,31,372,68,479,67,3.5547,12.2060726455302
"9788",-120.79,36.06,29,1916,386,1019,314,2.4881,11.3793940723457
"9789",-120.51,35.91,39,768,162,264,118,5.3245,12.4292161968444
"9796",-121.84,36.52,18,3165,533,1312,434,6.5234,12.7866108817075
"9797",-121.88,36.49,28,2830,458,898,370,5.8142,13.1223653774023
"9798",-121.92,36.57,42,3944,738,1374,598,4.174,12.8851209017106
"9799",-121.91,36.55,39,5468,834,1782,712,5.7248,12.8962153170698
"9800",-121.92,36.54,33,5323,887,1670,740,3.9792,13.0562235748998
"9802",-121.94,36.55,30,2722,584,628,384,3.4048,13.0962247197946
"9804",-121.92,36.55,37,2190,419,490,300,3.7852,13.0515116364324
"9805",-121.92,36.55,44,3494,635,693,415,3.6,13.0232058058711
"9807",-121.95,36.61,31,1736,250,497,170,6.3835,12.9185321371225
"9808",-121.93,36.59,25,2201,353,622,295,5.0621,12.8648871470096
"9810",-121.95,36.59,22,3553,530,1108,441,5.8505,12.941081280185
"9812",-121.94,36.57,28,3153,409,569,271,14.4113,13.1223653774023
"9813",-121.93,36.6,33,3455,683,1704,663,4.0154,12.3269619628056
"9815",-121.93,36.62,34,2351,440,1063,428,3.725,12.5353763926728
"9818",-121.92,36.62,52,974,190,403,181,4.3281,12.3737034869141
"9820",-121.92,36.62,47,1811,401,948,375,3.0379,12.4264122695116
"9821",-121.91,36.62,52,1431,300,657,293,3.2865,12.3888107822093
"9822",-121.92,36.62,52,867,199,391,187,2.6713,12.3656372152015
"9823",-121.92,36.62,52,1410,303,578,285,2.5625,12.3690414738083
"9825",-121.91,36.62,40,1292,271,504,230,2.475,12.4618769790839
"9826",-121.91,36.62,30,724,167,325,155,3.3333,12.4207807180233
"9827",-121.71,36.78,19,2371,324,944,332,5.9175,12.389227188628
"9828",-121.92,36.62,52,2584,599,790,444,2.5263,12.5651447140686
"9832",-121.93,36.63,28,3983,852,1582,778,3.5147,12.65682974283
"9836",-121.92,36.63,36,877,175,349,168,3.4167,12.7340503281137
"9838",-121.9,36.61,29,3412,827,1574,759,2.9309,12.2881133558664
"9839",-121.91,36.61,30,2755,597,1519,554,3.2952,12.3656372152015
"9841",-121.92,36.61,21,1242,340,834,362,2.4922,12.4041034960293
"9842",-121.9,36.6,39,1629,423,804,386,2.4663,12.3737034869141
"9843",-121.9,36.6,33,2461,649,1234,601,2.8727,12.3238556811866
